Team1Goal,Team1Los,Team1Yellow,Team1Red,Team1WinRate,Team1PinRate,Team1LosRate,Team1MatchCount,Team2Goal,Team2Los,Team2Yellows,Team2Reds,Team2WinRate,Team2PinRate,Team2LosRate,Team2MatchCount,3,1,0,AllResult
1.006,1.899,0.915,0.048,0.128,0.347,0.525,27,1.243,1.225,1.458,0.08,0.343,0.392,0.266,27,0,0,1,0
1.186,1.206,1.503,0.227,0.292,0.332,0.376,27,1.1,1.371,1.681,0.094,0.112,0.639,0.249,15,0,1,0,1
0.82,1.671,1.137,0,0.25,0.24,0.51,26,1.59,1.183,0.934,0.016,0.396,0.322,0.282,25,0,0,1,0
1.31,1.349,1.066,0.058,0.298,0.331,0.371,29,1.96,1.395,1.679,0.053,0.415,0.255,0.33,27,0,1,0,1
1.779,1.111,1.217,0.054,0.698,0.104,0.198,31,1.258,1.562,1.511,0.061,0.285,0.341,0.374,25,1,0,0,3
1.612,1.507,1.285,0.114,0.262,0.399,0.34,26,1.68,0.743,1.286,0.1,0.627,0.187,0.186,28,1,0,0,3
0.879,1.1,1.283,0.085,0.321,0.331,0.347,30,1.444,1.5,1.153,0.186,0.273,0.322,0.404,28,0,1,0,1
1.291,1.39,0,0,0.287,0.277,0.436,20,1.607,1.037,0,0.062,0.559,0.194,0.248,21,0,0,1,0
1.404,1.127,0,0,0.381,0.319,0.3,22,1.201,0.986,0.006,0.047,0.399,0.258,0.343,30,1,0,0,3
1.537,1.576,0.078,0.063,0.218,0.382,0.4,19,1.079,1.585,0.054,0.111,0.392,0.121,0.487,23,1,0,0,3
1.022,1.58,0.098,0.234,0.21,0.309,0.481,20,1.83,1.377,0.042,0.054,0.492,0.15,0.359,30,0,0,1,0
1.907,1.337,0.067,0.067,0.606,0.054,0.339,20,1.132,1.874,0.048,0.132,0.212,0.144,0.644,34,1,0,0,3
1.053,1.412,0.067,0.102,0.227,0.288,0.485,20,1.447,1.231,0.015,0.095,0.34,0.268,0.391,30,0,1,0,1
0.81,1.427,0,0.094,0.157,0.248,0.595,19,0.996,1.445,0.01,0.17,0.309,0.277,0.415,31,0,0,1,0
1.684,0.782,0.049,0.007,0.606,0.248,0.146,30,0.602,2.134,0,0.043,0.183,0.199,0.618,31,1,0,0,3
1.622,0.981,1.246,0.071,0.476,0.152,0.372,17,1.626,0.862,1.245,0.109,0.557,0.24,0.203,32,0,0,1,0
1.445,0.655,1.429,0.184,0.488,0.2,0.311,24,1.003,1.343,1.366,0.125,0.524,0.059,0.417,18,0,0,1,0
0.85,1.636,1.46,0.102,0.237,0.22,0.544,27,1.363,1.469,1.501,0.21,0.276,0.178,0.546,25,0,0,1,0
1.048,2.006,1.912,0.159,0.262,0.067,0.671,23,1.149,1.143,1.241,0.115,0.423,0.186,0.391,26,0,0,1,0
1.445,1.377,1.347,0.066,0.406,0.241,0.353,24,1.848,1.107,0.843,0.207,0.428,0.322,0.249,24,1,0,0,3
0.536,1.76,1.481,0.121,0.121,0.336,0.543,15,1.295,0.877,1.152,0,0.53,0.24,0.231,16,0,1,0,1
1.222,1.445,0.09,0.114,0.363,0.049,0.588,19,2.023,0.986,0.048,0.042,0.647,0.188,0.165,35,0,0,1,0
2.005,1.284,2.042,0,0.438,0.322,0.24,29,1.202,2.118,1.524,0.303,0.238,0.342,0.42,27,1,0,0,3
0.972,1.588,0.048,0.06,0.2,0.357,0.443,30,1.576,0.938,0.037,0.057,0.557,0.253,0.19,29,0,0,1,0
0.952,1.272,1.254,0.052,0.343,0.244,0.413,24,1.819,0.964,1.939,0.135,0.651,0.208,0.141,21,0,0,1,0
1.257,1.33,0.866,0.005,0.34,0.302,0.358,25,1.488,1.217,2.125,0.047,0.306,0.385,0.309,16,1,0,0,3
1.805,1.438,0.024,0.129,0.617,0.089,0.293,30,1.805,1.462,0.051,0.039,0.522,0.104,0.374,33,1,0,0,3
2.246,1.408,0.122,0.038,0.589,0.255,0.156,31,1.724,1.053,0.369,0.194,0.601,0.09,0.309,23,1,0,0,3
1.317,2.042,2.214,0.176,0.406,0.023,0.571,15,2.955,1.307,1.864,0,0.733,0,0.267,7,0,0,1,0
1.696,0.795,1.446,0.091,0.637,0.156,0.208,30,1.768,0.828,1.666,0.1,0.552,0.259,0.189,35,0,1,0,1
1.162,1.177,1.321,0.182,0.386,0.144,0.47,14,1.91,0.991,1.978,0.123,0.521,0.303,0.176,22,0,0,1,0
1.606,0.154,2.954,0,0.96,0.04,0,7,0.493,1.606,2.261,0,0.099,0.197,0.704,6,1,0,0,3
1.294,1.221,0.039,0.195,0.473,0.19,0.336,34,1.059,1.193,0.045,0.088,0.341,0.277,0.382,32,0,0,1,0
1.067,1.033,0.16,0.253,0.4,0.334,0.265,31,1.299,1.064,0.024,0.056,0.412,0.3,0.287,31,0,1,0,1
2.144,0.834,1.152,0,0.647,0.187,0.166,10,0.481,1.392,1.017,0,0.032,0.779,0.189,8,0,1,0,1
1.753,1.033,1.071,0,0.632,0.127,0.241,21,1.753,1.565,0.141,0.138,0.403,0.317,0.28,22,1,0,0,3
0.992,0.878,1.199,0,0.308,0.472,0.22,20,1.492,1.05,0.185,0.175,0.572,0.126,0.302,21,0,1,0,1
1.254,0.787,0.974,0,0.521,0.252,0.227,22,0.676,0.676,0,0.324,0,1,0,3,0,1,0,1
2,4,3,0,0,0,1,2,2.452,1.542,1.048,0,0.566,0.052,0.383,10,0,0,1,0
1.427,2.09,1.032,0.18,0.289,0.502,0.209,9,0.947,0.936,1.102,0.327,0.222,0.515,0.263,9,0,1,0,1
2.841,0.464,1.038,0,0.843,0.051,0.106,10,2.125,1.401,2.372,0.198,0.399,0.365,0.236,7,1,0,0,3
1.86,0.859,1.234,0,0.531,0.149,0.321,10,2.668,0.929,1.488,0,0.735,0.265,0,10,0,0,1,0
2.304,0.613,1.501,0.186,0.588,0.226,0.186,10,3.005,0.535,2.472,0.347,0.717,0.122,0.161,10,1,0,0,3
1.205,1.233,0.582,0,0.353,0.282,0.365,9,1.814,1.686,0.32,0,0.427,0.159,0.414,10,0,0,1,0
1.245,1.074,1.102,0.165,0.534,0.032,0.434,9,1.516,1.121,0.498,0,0.534,0.186,0.28,10,1,0,0,3
1.811,1.822,1.593,0,0.486,0.051,0.462,10,2.039,1.247,1.899,0.119,0.608,0.27,0.122,10,0,0,1,0
0.641,2.143,0,0.046,0.195,0.212,0.593,30,1.467,0.981,0,0,0.467,0.261,0.272,5,0,0,1,0
0.463,0.925,0,0,0,0.537,0.463,4,2,1,0,0,1,0,0,2,0,0,1,0
1.663,0.833,0.052,0.007,0.58,0.265,0.155,29,1.477,1.246,0.016,0.102,0.363,0.22,0.417,29,0,0,1,0
1.878,3,0,0,0,0.359,0.641,4,2.746,2.412,0,0,0.461,0.412,0.127,4,0,0,1,0
2.483,0.802,1.523,0.161,0.453,0.547,0,10,1.367,0.83,2.394,0.142,0.551,0.301,0.148,10,0,1,0,1
1.038,0.928,2.072,0.314,0.374,0.312,0.314,9,1.324,1.248,0.975,0.193,0.305,0.498,0.197,7,1,0,0,3
1.674,1.145,1.915,0.16,0.4,0.292,0.308,10,1.582,0.406,2.469,0.248,0.809,0.166,0.026,9,0,1,0,1
1.676,0.804,0,0,0.743,0,0.257,5,1.626,0.727,0.689,0,0.693,0.146,0.161,10,1,0,0,3
1.605,1.357,0,0,0.578,0,0.422,4,1.427,0.985,0,0,0.632,0.004,0.364,7,1,0,0,3
0.729,1.737,0.698,0,0.147,0.174,0.68,8,1.097,0.806,1.094,0,0.528,0.203,0.268,8,0,0,1,0
1.54,3.301,0,0,0.54,0,0.46,3,2.486,1.717,0.313,0,0.422,0.16,0.418,9,1,0,0,3
1.334,0.675,0,0,0.33,0.67,0,5,0.785,2.188,1.798,0.512,0.222,0,0.778,6,1,0,0,3
0.831,1.681,0,0,0.048,0.585,0.367,6,2.93,0.675,0.976,0,0.945,0.055,0,5,0,0,1,0
4.6,0.133,0,0,1,0,0,3,0.306,3.698,0,0.694,0,0,1,4,1,0,0,3
1.036,0.448,0,0,0.552,0.226,0.222,6,0.378,3.816,0.328,0.618,0,0,1,5,1,0,0,3
2.13,0.852,0.829,0,0.571,0.324,0.105,8,1.595,1.325,0.15,0,0.457,0.109,0.434,9,1,0,0,3
0.313,1.2,0.601,0,0.04,0.233,0.727,6,3.256,0.462,0.724,0,0.9,0,0.1,6,0,0,1,0
0.342,1.383,0,0,0,0.291,0.709,5,0.99,1.288,0,0.05,0.331,0,0.669,5,0,0,1,0
1.767,0.359,0,0,0.584,0.416,0,7,1.337,0.378,0,0,0.669,0.331,0,5,0,1,0,1
1.555,0.969,0,0,0.279,0.189,0.532,5,0.979,0.122,0.183,0,0.613,0.387,0,5,0,0,1,0
0.48,3.597,0.059,0,0.361,0.059,0.58,5,1.113,0.963,1.285,0,0.392,0.165,0.442,8,1,0,0,3
2.209,1.069,0.82,0,0.628,0.211,0.161,9,1.641,1.416,0.449,0,0.525,0,0.475,8,1,0,0,3
1.092,1.196,0.16,0.415,0.355,0.263,0.382,15,1.472,0.961,0.139,0.128,0.506,0.301,0.193,26,1,0,0,3
1.285,0.985,0.006,0.05,0.427,0.276,0.297,29,1.704,0.843,0.396,0.208,0.643,0.096,0.26,22,1,0,0,3
1.615,1.426,0.819,0,0.268,0.626,0.106,10,1.962,0.68,0.669,0,0.74,0.26,0,9,0,1,0,1
1.905,2.168,0.656,0.195,0.455,0.177,0.369,16,1.967,0.937,0.27,0.186,0.559,0.187,0.254,24,0,0,1,0
1.355,1.026,0.056,0.212,0.446,0.365,0.189,17,1.322,1.197,0.008,0.067,0.462,0.222,0.316,25,1,0,0,3
1.672,1.007,0,0.079,0.55,0.161,0.289,30,1.171,1.469,0.131,0.151,0.234,0.265,0.501,26,1,0,0,3
0.958,0.855,0,0.139,0.445,0.276,0.279,35,1.319,1.069,0.025,0.06,0.44,0.252,0.307,30,1,0,0,3
0.527,2.271,0,0.129,0.099,0.099,0.803,28,0.776,1.075,0.392,0.119,0.27,0.355,0.376,28,0,0,1,0
1.293,0.887,0.149,0.111,0.379,0.306,0.315,26,1.361,0.836,0.042,0.239,0.428,0.338,0.234,31,1,0,0,3
0.72,0.793,0.084,0.142,0.276,0.34,0.385,26,1.088,1.588,0,0.499,0.259,0.245,0.496,15,0,0,1,0
1.447,1.395,0.318,0,0.41,0.33,0.26,15,1.165,0.96,0.102,0.263,0.37,0.329,0.301,33,0,0,1,0
0.686,0.552,0.104,0.106,0.292,0.493,0.215,32,1.214,1.437,0.185,0.113,0.242,0.333,0.426,26,0,1,0,1
1.018,1.093,0.09,0.232,0.319,0.293,0.387,30,1.306,1.148,0.041,0.203,0.493,0.198,0.309,33,1,0,0,3
1.657,1.293,0.132,0.066,0.512,0.224,0.264,26,1.358,1.171,0,0.094,0.351,0.273,0.375,28,1,0,0,3
2.105,0.98,0.131,0.026,0.687,0.123,0.19,26,0.929,1.206,0.048,0.094,0.297,0.296,0.408,31,0,1,0,1
0.947,1.231,2.024,0.123,0.294,0.106,0.6,23,2,1,0,0,1,0,0,2,0,0,1,0
1.394,1.421,0,0,0.31,0.299,0.391,19,2.12,1.365,0.131,0.041,0.559,0.273,0.167,30,0,1,0,1
1.458,1.922,0.35,0.21,0.303,0.181,0.516,24,0.975,2.239,0.386,0.169,0.228,0.127,0.645,19,0,0,1,0
1.183,1.415,1.075,0.073,0.346,0.266,0.389,23,1.15,2.007,1.903,0.174,0.287,0.074,0.639,22,1,0,0,3
1.835,0.39,0,0,0.666,0.334,0,4,0.482,2.02,0,0,0.064,0.313,0.623,5,1,0,0,3
1.492,1.579,0.364,0.331,0.33,0.285,0.384,17,1.309,1.297,0.78,0.208,0.302,0.287,0.411,20,1,0,0,3
1.168,1.138,0.319,0.12,0.386,0.188,0.426,19,1.641,1.625,0.119,0.059,0.44,0.226,0.334,19,0,0,1,0
1.278,2.508,0.066,0.393,0.238,0.072,0.69,17,1.978,1.022,0.013,0,0.536,0.218,0.246,25,1,0,0,3
1.411,1.613,0.452,0.204,0.248,0.322,0.43,20,1.903,1.333,0.067,0.133,0.446,0.219,0.335,20,0,1,0,1
1.222,1.081,0.152,0.224,0.284,0.477,0.239,21,1.173,2.069,0.448,0.126,0.198,0.292,0.51,20,0,1,0,1
0.921,1.841,0.414,0.341,0.109,0.372,0.519,15,1.612,1.134,0.2,0.189,0.618,0.056,0.327,20,0,0,1,0
1.321,1.26,0.005,0.091,0.47,0.21,0.32,21,0.733,1.715,0.308,0.052,0,0.298,0.702,15,1,0,0,3
1.097,1.728,0.006,0.198,0.364,0.102,0.534,22,1.109,1.121,0,0.009,0.342,0.374,0.284,20,0,1,0,1
1.578,0.991,3.055,0.33,0.587,0.413,0,6,1.471,0.804,1.765,0,0.539,0,0.461,6,1,0,0,3
1.393,1.339,0.002,0,0.356,0.251,0.393,21,1.388,1.468,0.004,0.054,0.352,0.184,0.464,20,0,0,1,0
1.717,1.401,0.191,0.063,0.337,0.247,0.416,21,1.982,1.583,0,0,0.479,0.241,0.281,20,0,1,0,1
1.325,1.536,0,0.049,0.246,0.498,0.256,21,1.478,1.169,0.071,0.05,0.503,0.124,0.372,21,1,0,0,3
0.73,1.633,0.137,0.113,0.249,0.267,0.484,21,1.237,1.068,0.144,0.078,0.459,0.216,0.324,20,0,0,1,0
1.149,0.819,0.226,0.215,0.426,0.082,0.492,15,1.625,1.631,0.16,0.111,0.47,0.329,0.201,22,0,0,1,0
2.669,1.09,0.002,0,0.622,0.191,0.187,20,1.886,1.532,0,0.073,0.433,0.342,0.225,21,1,0,0,3
3.003,0.361,0.853,0,0.813,0.061,0.127,9,1.301,2.11,1.038,0,0.353,0.393,0.254,8,1,0,0,3
1.416,0.999,0,0.211,0.43,0.259,0.311,24,1.294,1.058,0,0.119,0.345,0.307,0.348,19,1,0,0,3
0.943,1.346,0.222,0.146,0.2,0.185,0.615,28,1.428,1.594,0.197,0.178,0.414,0.207,0.379,26,0,0,1,0
1.2,1.191,0.112,0.166,0.349,0.245,0.405,28,1.071,1.035,0.171,0.27,0.428,0.288,0.284,30,1,0,0,3
1,2,0,0,0,0,1,2,1.938,0.675,0.821,0,0.826,0.174,0,9,0,0,1,0
0.744,1.036,0.203,0.067,0.337,0.289,0.374,20,0.537,1.404,0,0.199,0.164,0.124,0.712,20,0,1,0,1
0.956,0.836,0.261,0.204,0.345,0.394,0.261,17,0.929,0.763,0,0.067,0.342,0.434,0.224,20,1,0,0,3
0.864,1.122,0.054,0.193,0.181,0.425,0.393,21,1.724,0.814,0.243,0.151,0.537,0.236,0.227,25,0,0,1,0
1,1.391,0,0,0.276,0.391,0.333,4,1.604,1.531,0,0,0.302,0.502,0.196,7,0,1,0,1
1.285,1.861,0.213,0.135,0.264,0.239,0.497,22,1.153,2.635,0.095,0.121,0.294,0.055,0.651,17,1,0,0,3
1.937,1.331,0.162,0.065,0.466,0.306,0.228,28,0.984,2.65,0.09,0.098,0.18,0.114,0.705,17,0,1,0,1
1.311,1.397,0.07,0.122,0.367,0.231,0.403,17,1.944,1.116,0,0.18,0.631,0.139,0.23,16,0,0,1,0
1.61,1.116,0.018,0.122,0.45,0.276,0.273,25,1.386,1.389,0,0.116,0.427,0.24,0.333,21,0,0,1,0
0.807,1.315,0.064,0,0.076,0.545,0.379,9,1.387,1.718,0,0,0.326,0.366,0.308,11,0,1,0,1
0.549,1.286,1.576,0.215,0.143,0.411,0.446,21,0,0,0,0,0,1,0,2,0,1,0,1
2.38,1.493,0.318,0.205,0.607,0.128,0.264,25,2.15,1.676,0.439,0.075,0.511,0.117,0.371,18,1,0,0,3
1.722,1.399,0.026,0.138,0.591,0.096,0.314,29,0.681,2.152,0,0.049,0.207,0.225,0.567,29,1,0,0,3
1.145,1.827,0.09,0.073,0.094,0.443,0.463,18,1.793,1.367,0.054,0.041,0.554,0.111,0.335,32,0,0,1,0
2.024,0.986,0.051,0.045,0.625,0.2,0.175,34,1.616,1.003,0.039,0.061,0.526,0.271,0.203,28,0,0,1,0
1.14,1.867,0.051,0.14,0.225,0.153,0.622,33,1.704,0.762,0.055,0.008,0.616,0.281,0.104,28,0,0,1,0
1.894,1.387,0.077,0.077,0.548,0.062,0.39,19,0.937,1.494,0,0.108,0.182,0.287,0.531,18,1,0,0,3
1.061,1.474,0.077,0.117,0.261,0.182,0.557,19,1.422,1.405,0.118,0.149,0.475,0.064,0.46,17,0,0,1,0
1.159,1.407,0.058,0.119,0.421,0.13,0.45,22,1.689,1.178,0,0.07,0.499,0.22,0.282,20,0,0,1,0
0.996,1.54,0.011,0.181,0.263,0.295,0.442,30,1.457,1.277,0,0,0.298,0.362,0.34,21,0,1,0,1
1.951,0.301,0,0,0.952,0.048,0,8,0.885,1.725,0,0,0.275,0,0.725,4,1,0,0,3
1.037,1.627,0.051,0.064,0.214,0.38,0.406,29,1.113,1.543,0.107,0.166,0.229,0.336,0.435,19,0,1,0,1
1.078,0.948,0.014,0,0.413,0.407,0.179,23,1.066,1.361,0.014,0.025,0.235,0.228,0.537,22,1,0,0,3
2.961,0.957,1.624,0,0.541,0.459,0,9,1.587,1.626,0.19,0,0.317,0.19,0.493,9,0,1,0,1
0,2,0,0,0,0,1,2,1.41,1.26,0.249,0,0.471,0.156,0.374,17,0,0,1,0
0.65,2.116,1.21,0.21,0.076,0.072,0.851,20,1.845,1.201,1.143,0,0.47,0.273,0.257,15,0,0,1,0
1.33,0.262,2.922,0,0.932,0.068,0,6,1.42,1.69,2.35,0,0.34,0.05,0.61,6,1,0,0,3
1.697,0.862,0.753,0,0.505,0.334,0.161,20,1.505,1.44,0.852,0.068,0.54,0.142,0.318,20,0,0,1,0
0.842,0.816,2.126,0,0.332,0.515,0.153,8,1.262,1.467,2.287,0.457,0.161,0.34,0.498,14,0,1,0,1
2.191,1.591,1.055,0.067,0.668,0,0.332,22,1.411,0.87,0.782,0,0.536,0.196,0.269,21,0,0,1,0
1.759,1.765,0.905,0.1,0.573,0,0.427,21,1.597,0.892,0.605,0,0.407,0.404,0.188,21,0,0,1,0
1.364,1.489,1.269,0,0.339,0.291,0.37,27,0.856,1.726,1.402,0,0.207,0.173,0.62,21,0,0,1,0
2.256,1.307,1.003,0,0.545,0.259,0.197,8,0.704,0.689,1.126,0.172,0.274,0.402,0.324,8,0,1,0,1
0.944,1.444,0,0.25,0.134,0.508,0.358,15,0.917,0.849,0.058,0.158,0.443,0.195,0.362,20,0,1,0,1
1.122,1.015,1.118,0,0.406,0.256,0.338,7,1.807,1.145,0.594,0,0.636,0.221,0.143,9,0,1,0,1
2.218,0.832,1.472,0,0.633,0.177,0.19,9,2.473,1.215,2.178,0.259,0.522,0.478,0,6,0,0,1,0
1.541,1.316,0.784,0,0.32,0.554,0.127,9,2.99,1.109,1.775,0,0.683,0.317,0,9,0,1,0,1
1.282,1.16,1.108,0,0.358,0.189,0.453,9,0.775,1.848,1.958,0.173,0.169,0.236,0.595,7,1,0,0,3
1.698,0.288,2.364,0.297,0.969,0,0.031,8,1.804,1.173,2.091,0.19,0.477,0.156,0.367,9,1,0,0,3
1.854,1.102,2.072,0.142,0.532,0.322,0.146,9,1.774,1.595,1.129,0,0.58,0.061,0.359,9,1,0,0,3
3.582,0.062,2.179,0.222,0.855,0.145,0,9,2.17,0.731,1.212,0.222,0.509,0.269,0.222,9,1,0,0,3
1.649,1.064,0.724,0.241,0.38,0.62,0,6,0.826,1.132,2.088,0.163,0.236,0.38,0.383,8,0,1,0,1
2.158,0.821,1.007,0,0.479,0.394,0.127,7,2.006,0.687,1.144,0.142,0.511,0.332,0.157,9,0,1,0,1
2,0.565,0,0,1,0,0,4,0.49,1.925,0,0.075,0,0,1,4,1,0,0,3
0.515,0.515,0,0,0,1,0,4,0.754,0.619,0,0,0.07,0.853,0.077,5,0,1,0,1
0.701,0.604,0,0,0.396,0.305,0.299,5,0.426,1.272,0.817,0,0.054,0.317,0.629,5,1,0,0,3
0.471,3,0,0.529,0,0,1,3,2.127,0.695,0.433,0,0.567,0.433,0,6,0,0,1,0
0.711,1.905,0.685,0.343,0.299,0,0.701,5,2.403,0.515,1.456,0,0.917,0.083,0,4,0,0,1,0
0.565,4.719,0.49,0.925,0,0,1,4,4.291,0.675,1.056,0,0.853,0,0.147,5,0,0,1,0
2.27,0.461,0,0,0.75,0.25,0,6,0.511,1.077,0,0,0,0.435,0.565,4,1,0,0,3
1.713,1.19,0.179,0,0.548,0.131,0.321,8,1.732,1.151,1.376,0,0.626,0.178,0.196,8,1,0,0,3
2.169,0.957,0,0,0.39,0.264,0.347,4,0.765,3.243,0,0,0.269,0,0.731,5,1,0,0,3
0.12,1.81,2.74,0,0,0.06,0.94,6,1.195,1.511,2.253,0.208,0.479,0.027,0.495,14,0,0,1,0
1.427,0.78,0.044,0.25,0.448,0.354,0.197,30,1.185,1.338,0.143,0.079,0.254,0.288,0.458,25,1,0,0,3
0.969,1.097,0.095,0.243,0.285,0.308,0.407,29,0.572,2.38,0,0.14,0.107,0.107,0.786,27,1,0,0,3
1.474,1.101,0,0.102,0.381,0.297,0.322,27,0.758,1.162,0.424,0.128,0.21,0.384,0.406,27,1,0,0,3
1.025,0.834,0.713,0,0.433,0.345,0.222,8,1.63,0.99,2.085,0.169,0.657,0.166,0.177,9,0,0,1,0
0.939,1.293,0.24,0.158,0.216,0.201,0.583,27,0.718,0.578,0.109,0.111,0.306,0.469,0.225,31,0,0,1,0
1.319,1.112,0.042,0.211,0.514,0.207,0.28,32,1.342,1.002,0.027,0.064,0.472,0.27,0.258,29,1,0,0,3
1.626,1.411,0.144,0.072,0.468,0.244,0.288,25,2.115,0.887,0.142,0.028,0.749,0.043,0.207,25,0,0,1,0
1.376,1.648,0.214,0.195,0.36,0.226,0.414,25,1.147,0.824,0.183,0.219,0.458,0.309,0.233,29,1,0,0,3
0.973,1.288,0.121,0.098,0.296,0.265,0.438,27,1.229,0.968,0.162,0.122,0.323,0.334,0.343,25,0,1,0,1
1.576,1.008,0,0.084,0.517,0.173,0.31,29,0.854,1.151,0.052,0.101,0.317,0.247,0.436,30,1,0,0,3
0.915,0.849,0,0.145,0.422,0.288,0.29,34,1.317,1.559,0.201,0.122,0.262,0.276,0.462,25,1,0,0,3
2.667,0.14,0,0,1,0,0,4,1.039,1.666,0.054,0.068,0.227,0.342,0.432,28,1,0,0,3
0.596,1.726,0.541,0,0.04,0.726,0.234,7,2.559,0.995,1.181,0,0.772,0.03,0.199,9,0,0,1,0
2.652,1.033,0.343,0.541,0.884,0,0.116,4,0.587,1.755,0.07,0.295,0.11,0.091,0.799,14,1,0,0,3
1.444,1.261,0.017,0.108,0.323,0.234,0.443,28,1.205,1.916,0.054,0.148,0.238,0.162,0.6,32,1,0,0,3
1.237,1.299,0.062,0.127,0.449,0.139,0.412,21,2.14,0.985,0.054,0.047,0.661,0.211,0.127,33,1,0,0,3
1.781,1.388,0.057,0.044,0.529,0.117,0.354,31,1.247,1.384,0,0,0.247,0.369,0.384,4,1,0,0,3
3,0,0,0,1,0,0,2,0.984,1.157,0,0,0.614,0,0.386,4,1,0,0,3
1.816,0.768,0.226,0.156,0.685,0.103,0.212,21,0.493,1.858,0,0,0.123,0,0.877,4,1,0,0,3
2.146,1.392,0.019,0.006,0.612,0,0.388,7,1.548,1.306,0,0.078,0.444,0.244,0.312,19,0,0,1,0
1.647,0.743,0.257,0.16,0.509,0.25,0.241,24,1.141,0.9,0.063,0.239,0.374,0.413,0.213,16,1,0,0,3
1.342,1.58,0,0.298,0.234,0.49,0.276,16,1.549,1.639,0.279,0.123,0.378,0.387,0.236,23,0,1,0,1
1.809,1.462,2.174,0.098,0.459,0.23,0.311,19,1.027,1.438,2.18,0.139,0.179,0.369,0.452,21,1,0,0,3
1.179,2.717,0.075,0.447,0.133,0.082,0.785,16,1.933,1.285,0.173,0.07,0.498,0.259,0.244,27,0,0,1,0
1.936,1.281,0,0.206,0.577,0.159,0.264,15,1.181,1.07,0.345,0.129,0.416,0.203,0.38,18,1,0,0,3
1.582,1.227,1.254,0.132,0.499,0.182,0.319,20,2.033,1.239,1.367,0.078,0.591,0.235,0.174,16,1,0,0,3
1.062,0.902,0.108,0.278,0.335,0.347,0.318,32,0.703,0.661,0.089,0.15,0.292,0.36,0.348,25,0,1,0,1
0.705,0.606,0.114,0.116,0.272,0.492,0.236,30,0.916,1.154,0.099,0.256,0.248,0.324,0.428,28,1,0,0,3
0.624,2.415,0,0.061,0.117,0.117,0.766,26,1.315,1.711,0.235,0.214,0.298,0.248,0.454,24,0,0,1,0
1.433,1.609,0.219,0.133,0.286,0.3,0.414,24,1.336,1.2,0,0.112,0.325,0.324,0.351,26,0,1,0,1
0.501,1.435,0,0.215,0.176,0.057,0.767,19,0.993,0.92,0.062,0.171,0.48,0.128,0.392,19,0,0,1,0
1.18,1.388,2.559,0.059,0.329,0.256,0.416,26,2.471,0.628,1.6,0.006,0.783,0.202,0.016,31,0,0,1,0
1.522,1.452,1.787,0.143,0.342,0.225,0.433,25,1.127,1.104,1.475,0.19,0.335,0.315,0.35,29,0,0,1,0
1.948,0.964,2.017,0.156,0.681,0.151,0.169,27,1.057,1.768,2.817,0.246,0.176,0.259,0.565,21,1,0,0,3
2.002,0.977,2.179,0.116,0.615,0.272,0.114,28,1.918,1.094,1.342,0.122,0.736,0.071,0.193,26,1,0,0,3
0.944,1.174,2.172,0.131,0.316,0.114,0.571,22,1.697,0.647,2.119,0.141,0.67,0.198,0.131,25,0,0,1,0
1.158,0.737,0.196,0.235,0.492,0.332,0.176,28,1.289,1.161,0.044,0.221,0.492,0.215,0.292,31,1,0,0,3
2.029,0.876,0.156,0.031,0.725,0.047,0.227,24,0.911,0.884,0,0.151,0.398,0.3,0.302,33,1,0,0,3
1.202,1.279,0.155,0.086,0.277,0.314,0.409,24,1.056,1.398,0.131,0.107,0.322,0.203,0.476,26,1,0,0,3
0.915,1.09,0.055,0.108,0.34,0.264,0.396,29,1.687,1.257,0.158,0.079,0.513,0.268,0.219,24,0,0,1,0
1.236,0.818,0,0.128,0.373,0.332,0.295,18,0.5,1.454,0,0.357,0.188,0.153,0.659,19,1,0,0,3
1.269,1.058,0.008,0.072,0.497,0.239,0.263,24,0.951,1.227,0.185,0.48,0.255,0.304,0.441,14,1,0,0,3
1.319,0.989,2.303,0.241,0.437,0.251,0.312,13,2.245,0.66,2.595,0.143,0.757,0.162,0.081,31,0,1,0,1
0.749,1.392,1.97,0.348,0.143,0.376,0.481,12,1.089,1.157,1.344,0.161,0.472,0.013,0.515,20,0,0,1,0
1.853,0.838,0.898,0.093,0.746,0.107,0.147,15,1.569,1.307,0.728,0.01,0.397,0.118,0.485,13,1,0,0,3
1.228,1.583,0,0.062,0.226,0.408,0.366,16,1.436,0.799,0.169,0,0.596,0.248,0.155,17,0,0,1,0
1.318,1.109,0.12,0.169,0.45,0.224,0.327,19,1.572,0.7,0.29,0,0.587,0.153,0.26,15,0,0,1,0
1.498,1.502,0,0.068,0.246,0.323,0.431,15,0.867,1.781,0.468,0,0.153,0.168,0.679,22,1,0,0,3
1.991,0.363,0.065,0.04,0.711,0.248,0.04,13,1.439,1.341,0,0.102,0.535,0.223,0.242,16,1,0,0,3
1.444,1.591,0,0,0.322,0.31,0.368,15,1.39,1.543,0.306,0,0.351,0.191,0.458,15,1,0,0,3
1.117,1.597,0,0.204,0.272,0.116,0.612,16,1.324,2.123,0,0.077,0.232,0.19,0.578,12,1,0,0,3
2.125,1.82,0.269,0.205,0.465,0.256,0.279,12,1.24,1.177,0,0,0.255,0.372,0.373,12,1,0,0,3
0.781,1.763,0,0,0.228,0.09,0.683,15,1.311,1.357,0,0.136,0.435,0.238,0.327,15,0,0,1,0
1.081,1.691,2.012,0.401,0.157,0.458,0.385,26,1.73,1.703,1.472,0.129,0.276,0.352,0.372,28,0,0,1,0
